unique_id,ds,y
NN3.004,1990-02-28,3860.0
NN3.004,1990-03-31,4880.0
NN3.004,1990-04-30,4420.0
NN3.004,1990-05-31,4900.0
NN3.004,1990-06-30,4230.0
NN3.004,1990-07-31,3970.0
NN3.004,1990-08-31,4690.0
NN3.004,1990-09-30,4190.0
NN3.004,1990-10-31,4960.0
NN3.004,1990-11-30,5590.0
NN3.004,1990-12-31,5000.0
NN3.004,1991-01-31,6030.0
NN3.004,1991-02-28,4690.0
NN3.004,1991-03-31,4090.0
NN3.004,1991-04-30,5070.0
NN3.004,1991-05-31,5050.0
NN3.004,1991-06-30,4520.0
NN3.004,1991-07-31,5070.0
NN3.004,1991-08-31,4290.0
NN3.004,1991-09-30,4400.0
NN3.004,1991-10-31,5080.0
NN3.004,1991-11-30,4180.0
NN3.004,1991-12-31,5230.0
NN3.004,1992-01-31,5200.0
NN3.004,1992-02-29,3800.0
NN3.004,1992-03-31,5010.0
NN3.004,1992-04-30,4420.0
NN3.004,1992-05-31,4810.0
NN3.004,1992-06-30,4690.0
NN3.004,1992-07-31,5390.0
NN3.004,1992-08-31,4730.0
NN3.004,1992-09-30,4770.0
NN3.004,1992-10-31,4690.0
NN3.004,1992-11-30,4450.0
NN3.004,1992-12-31,5400.0
NN3.004,1993-01-31,5590.0
NN3.004,1993-02-28,4360.0
NN3.004,1993-03-31,5370.0
NN3.004,1993-04-30,4660.0
NN3.004,1993-05-31,4450.0
NN3.004,1993-06-30,4980.0
NN3.004,1993-07-31,4590.0
NN3.004,1993-08-31,4580.0
NN3.004,1993-09-30,4290.0
NN3.004,1993-10-31,4840.0
NN3.004,1993-11-30,5100.0
NN3.004,1993-12-31,6170.0
NN3.004,1994-01-31,5990.0
NN3.004,1994-02-28,4950.0
NN3.004,1994-03-31,5310.0
NN3.005,1990-01-31,4670.0
NN3.005,1990-02-28,3150.0
NN3.005,1990-03-31,3770.0
NN3.005,1990-04-30,3380.0
NN3.005,1990-05-31,3930.0
NN3.005,1990-06-30,3350.0
NN3.005,1990-07-31,3610.0
NN3.005,1990-08-31,3740.0
NN3.005,1990-09-30,3590.0
NN3.005,1990-10-31,3730.0
NN3.005,1990-11-30,3850.0
NN3.005,1990-12-31,4010.0
NN3.005,1991-01-31,4790.0
NN3.005,1991-02-28,3330.0
NN3.005,1991-03-31,2940.0
NN3.005,1991-04-30,4020.0
NN3.005,1991-05-31,4010.0
NN3.005,1991-06-30,3450.0
NN3.005,1991-07-31,4080.0
NN3.005,1991-08-31,3590.0
NN3.005,1991-09-30,3500.0
NN3.005,1991-10-31,3680.0
NN3.005,1991-11-30,3750.0
NN3.005,1991-12-31,4370.0
NN3.005,1992-01-31,4180.0
NN3.005,1992-02-29,3350.0
NN3.005,1992-03-31,3780.0
NN3.005,1992-04-30,3490.0
NN3.005,1992-05-31,3520.0
NN3.005,1992-06-30,3880.0
NN3.005,1992-07-31,4430.0
NN3.005,1992-08-31,3420.0
NN3.005,1992-09-30,3750.0
NN3.005,1992-10-31,4010.0
NN3.005,1992-11-30,3940.0
NN3.005,1992-12-31,4330.0
NN3.005,1993-01-31,4160.0
NN3.005,1993-02-28,3520.0
NN3.005,1993-03-31,3710.0
NN3.005,1993-04-30,3650.0
NN3.005,1993-05-31,3460.0
NN3.005,1993-06-30,3770.0
NN3.005,1993-07-31,4140.0
NN3.005,1993-08-31,3470.0
NN3.005,1993-09-30,3730.0
NN3.005,1993-10-31,3590.0
NN3.005,1993-11-30,3970.0
NN3.005,1993-12-31,4220.0
NN3.005,1994-01-31,5050.0
NN3.005,1994-02-28,4090.0
NN3.005,1994-03-31,3630.0
NN3.006,1990-01-31,4540.0
NN3.006,1990-02-28,4035.0
NN3.006,1990-03-31,3725.0
NN3.006,1990-04-30,3405.0
NN3.006,1990-05-31,4195.0
NN3.006,1990-06-30,3955.0
NN3.006,1990-07-31,3840.0
NN3.006,1990-08-31,3795.0
NN3.006,1990-09-30,3495.0
NN3.006,1990-10-31,4110.0
NN3.006,1990-11-30,4005.0
NN3.006,1990-12-31,3910.0
NN3.006,1991-01-31,5355.0
NN3.006,1991-02-28,3610.0
NN3.006,1991-03-31,3395.0
NN3.006,1991-04-30,4155.0
NN3.006,1991-05-31,4345.0
NN3.006,1991-06-30,3795.0
NN3.006,1991-07-31,3960.0
NN3.006,1991-08-31,3615.0
NN3.006,1991-09-30,3755.0
NN3.006,1991-10-31,3810.0
NN3.006,1991-11-30,3570.0
NN3.006,1991-12-31,4410.0
NN3.006,1992-01-31,4345.0
NN3.006,1992-02-29,3550.0
NN3.006,1992-03-31,3685.0
NN3.006,1992-04-30,3735.0
NN3.006,1992-05-31,3905.0
NN3.006,1992-06-30,4205.0
NN3.006,1992-07-31,3770.0
NN3.006,1992-08-31,3640.0
NN3.006,1992-09-30,3995.0
NN3.006,1992-10-31,3825.0
NN3.006,1992-11-30,3885.0
NN3.006,1992-12-31,4265.0
NN3.006,1993-01-31,4265.0
NN3.006,1993-02-28,3365.0
NN3.006,1993-03-31,4515.0
NN3.006,1993-04-30,3680.0
NN3.006,1993-05-31,3405.0
NN3.006,1993-06-30,4080.0
NN3.006,1993-07-31,3575.0
NN3.006,1993-08-31,3335.0
NN3.006,1993-09-30,3795.0
NN3.006,1993-10-31,3545.0
NN3.006,1993-11-30,3900.0
NN3.006,1993-12-31,4290.0
NN3.006,1994-01-31,4640.0
NN3.006,1994-02-28,4010.0
NN3.006,1994-03-31,4025.0
NN3.007,1990-01-31,7700.0
NN3.007,1990-02-28,5700.0
NN3.007,1990-03-31,6850.0
NN3.007,1990-04-30,5200.0
NN3.007,1990-05-31,5750.0
NN3.007,1990-06-30,4500.0
NN3.007,1990-07-31,5650.0
NN3.007,1990-08-31,4900.0
NN3.007,1990-09-30,4950.0
NN3.007,1990-10-31,5650.0
NN3.007,1990-11-30,7200.0
NN3.007,1990-12-31,5350.0
NN3.007,1991-01-31,8300.0
NN3.007,1991-02-28,5700.0
NN3.007,1991-03-31,5650.0
NN3.007,1991-04-30,5350.0
NN3.007,1991-05-31,5950.0
NN3.007,1991-06-30,4750.0
NN3.007,1991-07-31,6500.0
NN3.007,1991-08-31,5900.0
NN3.007,1991-09-30,5400.0
NN3.007,1991-10-31,5300.0
NN3.007,1991-11-30,6000.0
NN3.007,1991-12-31,6850.0
NN3.007,1992-01-31,7000.0
NN3.007,1992-02-29,5150.0
NN3.007,1992-03-31,6700.0
NN3.007,1992-04-30,4850.0
NN3.007,1992-05-31,6000.0
NN3.007,1992-06-30,5150.0
NN3.007,1992-07-31,5850.0
NN3.007,1992-08-31,5750.0
NN3.007,1992-09-30,5300.0
NN3.007,1992-10-31,6100.0
NN3.007,1992-11-30,4400.0
NN3.007,1992-12-31,6850.0
NN3.007,1993-01-31,5450.0
NN3.007,1993-02-28,6450.0
NN3.007,1993-03-31,6950.0
NN3.007,1993-04-30,3900.0
NN3.007,1993-05-31,4450.0
NN3.007,1993-06-30,5350.0
NN3.007,1993-07-31,5050.0
NN3.007,1993-08-31,4250.0
NN3.007,1993-09-30,5150.0
NN3.007,1993-10-31,4800.0
NN3.007,1993-11-30,4200.0
NN3.007,1993-12-31,6350.0
NN3.007,1994-01-31,5900.0
NN3.007,1994-02-28,5350.0
NN3.007,1994-03-31,4800.0
NN3.008,1990-01-31,8300.0
NN3.008,1990-02-28,7400.0
NN3.008,1990-03-31,7800.0
NN3.008,1990-04-30,9000.0
NN3.008,1990-05-31,7200.0
NN3.008,1990-06-30,6800.0
NN3.008,1990-07-31,8300.0
NN3.008,1990-08-31,5500.0
NN3.008,1990-09-30,5400.0
NN3.008,1990-10-31,7200.0
NN3.008,1990-11-30,5000.0
NN3.008,1990-12-31,6800.0
NN3.008,1991-01-31,8400.0
NN3.008,1991-02-28,7500.0
NN3.008,1991-03-31,5500.0
NN3.008,1991-04-30,5900.0
NN3.008,1991-05-31,6100.0
NN3.008,1991-06-30,6600.0
NN3.008,1991-07-31,7200.0
NN3.008,1991-08-31,6400.0
NN3.008,1991-09-30,6300.0
NN3.008,1991-10-31,5800.0
NN3.008,1991-11-30,4600.0
NN3.008,1991-12-31,6300.0
NN3.008,1992-01-31,6600.0
NN3.008,1992-02-29,5300.0
NN3.008,1992-03-31,5300.0
NN3.008,1992-04-30,6400.0
NN3.008,1992-05-31,5300.0
NN3.008,1992-06-30,5200.0
NN3.008,1992-07-31,5600.0
NN3.008,1992-08-31,5000.0
NN3.008,1992-09-30,6800.0
NN3.008,1992-10-31,4900.0
NN3.008,1992-11-30,8000.0
NN3.008,1992-12-31,5100.0
NN3.008,1993-01-31,6500.0
NN3.008,1993-02-28,8100.0
NN3.008,1993-03-31,6700.0
NN3.008,1993-04-30,6100.0
NN3.008,1993-05-31,5000.0
NN3.008,1993-06-30,6400.0
NN3.008,1993-07-31,4500.0
NN3.008,1993-08-31,4400.0
NN3.008,1993-09-30,6400.0
NN3.008,1993-10-31,4500.0
NN3.008,1993-11-30,5200.0
NN3.008,1993-12-31,6800.0
NN3.008,1994-01-31,5300.0
NN3.008,1994-02-28,5200.0
NN3.008,1994-03-31,6500.0
NN3.009,1990-01-31,5400.0
NN3.009,1990-02-28,5200.0
NN3.009,1990-03-31,4650.0
NN3.009,1990-04-30,3950.0
NN3.009,1990-05-31,4650.0
NN3.009,1990-06-30,4500.0
NN3.009,1990-07-31,4100.0
NN3.009,1990-08-31,5450.0
NN3.009,1990-09-30,5100.0
NN3.009,1990-10-31,5250.0
NN3.009,1990-11-30,5150.0
NN3.009,1990-12-31,4200.0
NN3.009,1991-01-31,6050.0
NN3.009,1991-02-28,4700.0
NN3.009,1991-03-31,4300.0
NN3.009,1991-04-30,3750.0
NN3.009,1991-05-31,4050.0
NN3.009,1991-06-30,4250.0
NN3.009,1991-07-31,4250.0
NN3.009,1991-08-31,4350.0
NN3.009,1991-09-30,3800.0
NN3.009,1991-10-31,4300.0
NN3.009,1991-11-30,3600.0
NN3.009,1991-12-31,4750.0
NN3.009,1992-01-31,5500.0
NN3.009,1992-02-29,4600.0
NN3.009,1992-03-31,4350.0
NN3.009,1992-04-30,4000.0
NN3.009,1992-05-31,4300.0
NN3.009,1992-06-30,4200.0
NN3.009,1992-07-31,3750.0
NN3.009,1992-08-31,4050.0
NN3.009,1992-09-30,4200.0
NN3.009,1992-10-31,4300.0
NN3.009,1992-11-30,4150.0
NN3.009,1992-12-31,5050.0
NN3.009,1993-01-31,4600.0
NN3.009,1993-02-28,3950.0
NN3.009,1993-03-31,5000.0
NN3.009,1993-04-30,3350.0
NN3.009,1993-05-31,4000.0
NN3.009,1993-06-30,5150.0
NN3.009,1993-07-31,3700.0
NN3.009,1993-08-31,2950.0
NN3.009,1993-09-30,4450.0
NN3.009,1993-10-31,3600.0
NN3.009,1993-11-30,4000.0
NN3.009,1993-12-31,5050.0
NN3.009,1994-01-31,4850.0
NN3.009,1994-02-28,3900.0
NN3.009,1994-03-31,4300.0
NN3.010,1990-01-31,1880.0
NN3.010,1990-02-28,1100.0
NN3.010,1990-03-31,2160.0
NN3.010,1990-04-30,1600.0
NN3.010,1990-05-31,1900.0
NN3.010,1990-06-30,1860.0
NN3.010,1990-07-31,1780.0
NN3.010,1990-08-31,2100.0
NN3.010,1990-09-30,2940.0
NN3.010,1990-10-31,2420.0
NN3.010,1990-11-30,2660.0
NN3.010,1990-12-31,1980.0
NN3.010,1991-01-31,2520.0
NN3.010,1991-02-28,2220.0
NN3.010,1991-03-31,2920.0
NN3.010,1991-04-30,2600.0
NN3.010,1991-05-31,3300.0
NN3.010,1991-06-30,2560.0
NN3.010,1991-07-31,3160.0
NN3.010,1991-08-31,2160.0
NN3.010,1991-09-30,2160.0
NN3.010,1991-10-31,2840.0
NN3.010,1991-11-30,2400.0
NN3.010,1991-12-31,3020.0
NN3.010,1992-01-31,3580.0
NN3.010,1992-02-29,2460.0
NN3.010,1992-03-31,3060.0
NN3.010,1992-04-30,2600.0
NN3.010,1992-05-31,3740.0
NN3.010,1992-06-30,3500.0
NN3.010,1992-07-31,3000.0
NN3.010,1992-08-31,2400.0
NN3.010,1992-09-30,2440.0
NN3.010,1992-10-31,2540.0
NN3.010,1992-11-30,2420.0
NN3.010,1992-12-31,2800.0
NN3.010,1993-01-31,4360.0
NN3.010,1993-02-28,2880.0
NN3.010,1993-03-31,3340.0
NN3.010,1993-04-30,2780.0
NN3.010,1993-05-31,3120.0
NN3.010,1993-06-30,2420.0
NN3.010,1993-07-31,3260.0
NN3.010,1993-08-31,3080.0
NN3.010,1993-09-30,2860.0
NN3.010,1993-10-31,3080.0
NN3.010,1993-11-30,2680.0
NN3.010,1993-12-31,3260.0
NN3.010,1994-01-31,3380.0
NN3.010,1994-02-28,3480.0
NN3.010,1994-03-31,4680.0
NN3.011,1990-01-31,2940.0
NN3.011,1990-02-28,2720.0
NN3.011,1990-03-31,3620.0
NN3.011,1990-04-30,2680.0
NN3.011,1990-05-31,3460.0
NN3.011,1990-06-30,2880.0
NN3.011,1990-07-31,3140.0
NN3.011,1990-08-31,4000.0
NN3.011,1990-09-30,4360.0
NN3.011,1990-10-31,4220.0
NN3.011,1990-11-30,4300.0
NN3.011,1990-12-31,3020.0
NN3.011,1991-01-31,4840.0
NN3.011,1991-02-28,4080.0
NN3.011,1991-03-31,4280.0
NN3.011,1991-04-30,5540.0
NN3.011,1991-05-31,5100.0
NN3.011,1991-06-30,3820.0
NN3.011,1991-07-31,4980.0
NN3.011,1991-08-31,4720.0
NN3.011,1991-09-30,4780.0
NN3.011,1991-10-31,5160.0
NN3.011,1991-11-30,4740.0
NN3.011,1991-12-31,5580.0
NN3.011,1992-01-31,6500.0
NN3.011,1992-02-29,4360.0
NN3.011,1992-03-31,5600.0
NN3.011,1992-04-30,4820.0
NN3.011,1992-05-31,6340.0
NN3.011,1992-06-30,5880.0
NN3.011,1992-07-31,6320.0
NN3.011,1992-08-31,5540.0
NN3.011,1992-09-30,4440.0
NN3.011,1992-10-31,4800.0
NN3.011,1992-11-30,5320.0
NN3.011,1992-12-31,6000.0
NN3.011,1993-01-31,7040.0
NN3.011,1993-02-28,5320.0
NN3.011,1993-03-31,7240.0
NN3.011,1993-04-30,5840.0
NN3.011,1993-05-31,5660.0
NN3.011,1993-06-30,5180.0
NN3.011,1993-07-31,6600.0
NN3.011,1993-08-31,6480.0
NN3.011,1993-09-30,5860.0
NN3.011,1993-10-31,6620.0
NN3.011,1993-11-30,5560.0
NN3.011,1993-12-31,5980.0
NN3.011,1994-01-31,6740.0
NN3.011,1994-02-28,5980.0
NN3.011,1994-03-31,8940.0
NN3.012,1990-01-31,2300.0
NN3.012,1990-02-28,2140.0
NN3.012,1990-03-31,2760.0
NN3.012,1990-04-30,1900.0
NN3.012,1990-05-31,3140.0
NN3.012,1990-06-30,2160.0
NN3.012,1990-07-31,2060.0
NN3.012,1990-08-31,3480.0
NN3.012,1990-09-30,3340.0
NN3.012,1990-10-31,3180.0
NN3.012,1990-11-30,2800.0
NN3.012,1990-12-31,2780.0
NN3.012,1991-01-31,4180.0
NN3.012,1991-02-28,2820.0
NN3.012,1991-03-31,3500.0
NN3.012,1991-04-30,3860.0
NN3.012,1991-05-31,4040.0
NN3.012,1991-06-30,2900.0
NN3.012,1991-07-31,4400.0
NN3.012,1991-08-31,3680.0
NN3.012,1991-09-30,2960.0
NN3.012,1991-10-31,4020.0
NN3.012,1991-11-30,3360.0
NN3.012,1991-12-31,3480.0
NN3.012,1992-01-31,4820.0
NN3.012,1992-02-29,3100.0
NN3.012,1992-03-31,3200.0
NN3.012,1992-04-30,3400.0
NN3.012,1992-05-31,4320.0
NN3.012,1992-06-30,4040.0
NN3.012,1992-07-31,3600.0
NN3.012,1992-08-31,3880.0
NN3.012,1992-09-30,3140.0
NN3.012,1992-10-31,3340.0
NN3.012,1992-11-30,3540.0
NN3.012,1992-12-31,4800.0
NN3.012,1993-01-31,5400.0
NN3.012,1993-02-28,3680.0
NN3.012,1993-03-31,5860.0
NN3.012,1993-04-30,4000.0
NN3.012,1993-05-31,4380.0
NN3.012,1993-06-30,4080.0
NN3.012,1993-07-31,4780.0
NN3.012,1993-08-31,4180.0
NN3.012,1993-09-30,4060.0
NN3.012,1993-10-31,4620.0
NN3.012,1993-11-30,4320.0
NN3.012,1993-12-31,4800.0
NN3.012,1994-01-31,4760.0
NN3.012,1994-02-28,4780.0
NN3.012,1994-03-31,6260.0
NN3.013,1990-01-31,5760.0
NN3.013,1990-02-28,4190.0
NN3.013,1990-03-31,4910.0
NN3.013,1990-04-30,4870.0
NN3.013,1990-05-31,4750.0
NN3.013,1990-06-30,4930.0
NN3.013,1990-07-31,4910.0
NN3.013,1990-08-31,4750.0
NN3.013,1990-09-30,5020.0
NN3.013,1990-10-31,6380.0
NN3.013,1990-11-30,5910.0
NN3.013,1990-12-31,5880.0
NN3.013,1991-01-31,7400.0
NN3.013,1991-02-28,5300.0
NN3.013,1991-03-31,5500.0
NN3.013,1991-04-30,6290.0
NN3.013,1991-05-31,6530.0
NN3.013,1991-06-30,5560.0
NN3.013,1991-07-31,6560.0
NN3.013,1991-08-31,6270.0
NN3.013,1991-09-30,5410.0
NN3.013,1991-10-31,6220.0
NN3.013,1991-11-30,5700.0
NN3.013,1991-12-31,6930.0
NN3.013,1992-01-31,6890.0
NN3.013,1992-02-29,5390.0
NN3.013,1992-03-31,6790.0
NN3.013,1992-04-30,5810.0
NN3.013,1992-05-31,6130.0
NN3.013,1992-06-30,6440.0
NN3.013,1992-07-31,6660.0
NN3.013,1992-08-31,6470.0
NN3.013,1992-09-30,5860.0
NN3.013,1992-10-31,5910.0
NN3.013,1992-11-30,6240.0
NN3.013,1992-12-31,7160.0
NN3.013,1993-01-31,6450.0
NN3.013,1993-02-28,5340.0
NN3.013,1993-03-31,6750.0
NN3.013,1993-04-30,6420.0
NN3.013,1993-05-31,5670.0
NN3.013,1993-06-30,6490.0
NN3.013,1993-07-31,5690.0
NN3.013,1993-08-31,6220.0
NN3.013,1993-09-30,6060.0
NN3.013,1993-10-31,6220.0
NN3.013,1993-11-30,6610.0
NN3.013,1993-12-31,7750.0
NN3.013,1994-01-31,8580.0
NN3.013,1994-02-28,6430.0
NN3.013,1994-03-31,6980.0
NN3.014,1990-01-31,5520.0
NN3.014,1990-02-28,3880.0
NN3.014,1990-03-31,4840.0
NN3.014,1990-04-30,4360.0
NN3.014,1990-05-31,3800.0
NN3.014,1990-06-30,4560.0
NN3.014,1990-07-31,4560.0
NN3.014,1990-08-31,5120.0
NN3.014,1990-09-30,4320.0
NN3.014,1990-10-31,5380.0
NN3.014,1990-11-30,4860.0
NN3.014,1990-12-31,4560.0
NN3.014,1991-01-31,5820.0
NN3.014,1991-02-28,4260.0
NN3.014,1991-03-31,3720.0
NN3.014,1991-04-30,4500.0
NN3.014,1991-05-31,5200.0
NN3.014,1991-06-30,4300.0
NN3.014,1991-07-31,5460.0
NN3.014,1991-08-31,4800.0
NN3.014,1991-09-30,4500.0
NN3.014,1991-10-31,4640.0
NN3.014,1991-11-30,4600.0
NN3.014,1991-12-31,5400.0
NN3.014,1992-01-31,5220.0
NN3.014,1992-02-29,3700.0
NN3.014,1992-03-31,5180.0
NN3.014,1992-04-30,4360.0
NN3.014,1992-05-31,3920.0
NN3.014,1992-06-30,4760.0
NN3.014,1992-07-31,4600.0
NN3.014,1992-08-31,4580.0
NN3.014,1992-09-30,4300.0
NN3.014,1992-10-31,4920.0
NN3.014,1992-11-30,3940.0
NN3.014,1992-12-31,5640.0
NN3.014,1993-01-31,4800.0
NN3.014,1993-02-28,4120.0
NN3.014,1993-03-31,4940.0
NN3.014,1993-04-30,4540.0
NN3.014,1993-05-31,4100.0
NN3.014,1993-06-30,4940.0
NN3.014,1993-07-31,4660.0
NN3.014,1993-08-31,4180.0
NN3.014,1993-09-30,3960.0
NN3.014,1993-10-31,4380.0
NN3.014,1993-11-30,4480.0
NN3.014,1993-12-31,5860.0
NN3.014,1994-01-31,4760.0
NN3.014,1994-02-28,4440.0
NN3.014,1994-03-31,5020.0
NN3.015,1990-01-31,7778.0
NN3.015,1990-02-28,4960.0
NN3.015,1990-03-31,6152.0
NN3.015,1990-04-30,6210.0
NN3.015,1990-05-31,6516.0
NN3.015,1990-06-30,5904.0
NN3.015,1990-07-31,5554.0
NN3.015,1990-08-31,6298.0
NN3.015,1990-09-30,5466.0
NN3.015,1990-10-31,6482.0
NN3.015,1990-11-30,6134.0
NN3.015,1990-12-31,5446.0
NN3.015,1991-01-31,7620.0
NN3.015,1991-02-28,5628.0
NN3.015,1991-03-31,5042.0
NN3.015,1991-04-30,6062.0
NN3.015,1991-05-31,6150.0
NN3.015,1991-06-30,5750.0
NN3.015,1991-07-31,5896.0
NN3.015,1991-08-31,5752.0
NN3.015,1991-09-30,5118.0
NN3.015,1991-10-31,6196.0
NN3.015,1991-11-30,6134.0
NN3.015,1991-12-31,6694.0
NN3.015,1992-01-31,6688.0
NN3.015,1992-02-29,5578.0
NN3.015,1992-03-31,6518.0
NN3.015,1992-04-30,5658.0
NN3.015,1992-05-31,5614.0
NN3.015,1992-06-30,6504.0
NN3.015,1992-07-31,5504.0
NN3.015,1992-08-31,5838.0
NN3.015,1992-09-30,5970.0
NN3.015,1992-10-31,6152.0
NN3.015,1992-11-30,6030.0
NN3.015,1992-12-31,6730.0
NN3.015,1993-01-31,6366.0
NN3.015,1993-02-28,5864.0
NN3.015,1993-03-31,7614.0
NN3.015,1993-04-30,5674.0
NN3.015,1993-05-31,4928.0
NN3.015,1993-06-30,6424.0
NN3.015,1993-07-31,5750.0
NN3.015,1993-08-31,5844.0
NN3.015,1993-09-30,5854.0
NN3.015,1993-10-31,6080.0
NN3.015,1993-11-30,5876.0
NN3.015,1993-12-31,6848.0
NN3.015,1994-01-31,7502.0
NN3.015,1994-02-28,6734.0
NN3.015,1994-03-31,6440.0
NN3.016,1990-01-31,9520.0
NN3.016,1990-02-28,5894.0
NN3.016,1990-03-31,7400.0
NN3.016,1990-04-30,7378.0
NN3.016,1990-05-31,7112.0
NN3.016,1990-06-30,7232.0
NN3.016,1990-07-31,7702.0
NN3.016,1990-08-31,7854.0
NN3.016,1990-09-30,6324.0
NN3.016,1990-10-31,8262.0
NN3.016,1990-11-30,8248.0
